,0
0.0,830
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,1
1.4,1
1.5,1
1.6,2
1.7,0
1.8,2
1.9,3
2.0,1
2.1,4
2.2,6
2.3,4
2.4,6
2.5,5
2.6,6
2.7,12
2.8,9
2.9,11
3.0,12
3.1,13
3.2,6
3.3,13
3.4,12
3.5,9
3.6,11
3.7,9
3.8,16
3.9,8
4.0,15
4.1,19
4.2,16
4.3,17
4.4,22
4.5,16
4.6,15
4.7,15
4.8,17
4.9,22
5.0,25
5.1,23
5.2,21
5.3,31
5.4,29
5.5,33
5.6,26
5.7,32
5.8,28
5.9,32
6.0,37
6.1,19
6.2,28
6.3,27
6.4,40
6.5,35
6.6,40
6.7,40
6.8,31
6.9,33
7.0,41
7.1,53
7.2,51
7.3,38
7.4,50
7.5,52
7.6,47
7.7,47
7.8,64
7.9,49
8.0,45
8.1,45
8.2,58
8.3,56
8.4,59
8.5,51
8.6,61
8.7,56
8.8,58
8.9,58
9.0,67
9.1,69
9.2,68
9.3,54
9.4,80
9.5,82
9.6,77
9.7,89
9.8,80
9.9,85
10.0,79
10.1,80
10.2,76
10.3,85
10.4,79
10.5,100
10.6,94
10.7,89
10.8,80
10.9,91
11.0,85
11.1,85
11.2,95
11.3,104
11.4,97
11.5,91
11.6,107
11.7,107
11.8,116
11.9,96
12.0,113
12.1,103
12.2,96
12.3,108
12.4,108
12.5,113
12.6,102
12.7,137
12.8,117
12.9,126
13.0,131
13.1,118
13.2,126
13.3,103
13.4,120
13.5,106
13.6,127
13.7,123
13.8,118
13.9,126
14.0,136
14.1,118
14.2,123
14.3,139
14.4,134
14.5,118
14.6,107
14.7,130
14.8,127
14.9,129
15.0,119
15.1,119
15.2,150
15.3,136
15.4,147
15.5,145
15.6,142
15.7,130
15.8,117
15.9,157
16.0,127
16.1,146
16.2,139
16.3,131
16.4,162
16.5,131
16.6,133
16.7,142
16.8,146
16.9,137
17.0,157
17.1,127
17.2,126
17.3,132
17.4,158
17.5,140
17.6,151
17.7,150
17.8,130
17.9,140
18.0,128
18.1,144
18.2,144
18.3,143
