,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,1
-8.6,0
-8.5,0
-8.4,1
-8.3,1
-8.2,0
-8.1,1
-8.0,0
-7.9,0
-7.8,0
-7.7,0
-7.6,1
-7.5,0
-7.4,0
-7.3,0
-7.2,1
-7.1,2
-7.0,1
-6.9,2
-6.8,1
-6.7,0
-6.6,0
-6.5,2
-6.4,0
-6.3,3
-6.2,1
-6.1,0
-6.0,0
-5.9,1
-5.8,4
-5.7,4
-5.6,1
-5.5,3
-5.4,3
-5.3,4
-5.2,4
-5.1,2
-5.0,3
-4.9,2
-4.8,7
-4.7,6
-4.6,5
-4.5,8
-4.4,8
-4.3,8
-4.2,9
-4.1,11
-4.0,12
-3.9,13
-3.8,9
-3.7,16
-3.6,20
-3.5,23
-3.4,20
-3.3,24
-3.2,30
-3.1,23
-3.0,18
-2.9,49
-2.8,46
-2.7,41
-2.6,49
-2.5,69
-2.4,51
-2.3,46
-2.2,62
-2.1,90
-2.0,56
-1.9,75
-1.8,111
-1.7,87
-1.6,65
-1.5,110
-1.4,128
-1.3,67
-1.2,103
-1.1,185
-1.0,110
-0.9,93
-0.8,191
-0.7,267
-0.6,76
-0.5,154
-0.4,289
-0.3,95
-0.2,146
-0.1,198
0.0,543
0.1,117
0.2,172
0.3,249
0.4,124
0.5,168
0.6,237
0.7,195
0.8,138
0.9,197
1.0,192
1.1,120
1.2,167
1.3,205
1.4,106
1.5,151
1.6,175
1.7,193
1.8,151
1.9,214
2.0,217
2.1,127
2.2,206
2.3,196
2.4,162
2.5,140
2.6,172
2.7,185
2.8,124
2.9,166
3.0,187
3.1,138
3.2,131
3.3,156
