,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,1
-8.5,0
-8.4,1
-8.3,0
-8.2,0
-8.1,0
-8.0,0
-7.9,0
-7.8,0
-7.7,0
-7.6,0
-7.5,0
-7.4,1
-7.3,0
-7.2,1
-7.1,0
-7.0,1
-6.9,2
-6.8,2
-6.7,0
-6.6,3
-6.5,1
-6.4,0
-6.3,0
-6.2,2
-6.1,1
-6.0,0
-5.9,1
-5.8,2
-5.7,2
-5.6,0
-5.5,2
-5.4,4
-5.3,2
-5.2,5
-5.1,3
-5.0,1
-4.9,5
-4.8,4
-4.7,3
-4.6,5
-4.5,7
-4.4,4
-4.3,8
-4.2,8
-4.1,8
-4.0,14
-3.9,12
-3.8,7
-3.7,17
-3.6,12
-3.5,17
-3.4,8
-3.3,24
-3.2,22
-3.1,29
-3.0,16
-2.9,33
-2.8,29
-2.7,24
-2.6,41
-2.5,47
-2.4,29
-2.3,45
-2.2,57
-2.1,65
-2.0,41
-1.9,68
-1.8,88
-1.7,57
-1.6,57
-1.5,90
-1.4,126
-1.3,50
-1.2,94
-1.1,168
-1.0,91
-0.9,81
-0.8,133
-0.7,266
-0.6,71
-0.5,129
-0.4,251
-0.3,77
-0.2,114
-0.1,172
0.0,496
0.1,92
0.2,161
0.3,217
0.4,109
0.5,154
0.6,211
0.7,188
0.8,130
0.9,163
1.0,190
1.1,120
1.2,148
1.3,194
1.4,128
1.5,135
1.6,152
1.7,184
1.8,138
1.9,185
2.0,198
2.1,129
2.2,161
2.3,191
2.4,144
2.5,152
2.6,169
2.7,185
2.8,149
2.9,158
3.0,166
3.1,134
3.2,155
3.3,172
