,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,0
-8.5,1
-8.4,0
-8.3,0
-8.2,0
-8.1,1
-8.0,0
-7.9,0
-7.8,0
-7.7,0
-7.6,0
-7.5,0
-7.4,0
-7.3,0
-7.2,0
-7.1,0
-7.0,0
-6.9,0
-6.8,4
-6.7,0
-6.6,0
-6.5,1
-6.4,1
-6.3,0
-6.2,1
-6.1,3
-6.0,3
-5.9,1
-5.8,1
-5.7,0
-5.6,1
-5.5,4
-5.4,4
-5.3,1
-5.2,4
-5.1,3
-5.0,5
-4.9,6
-4.8,6
-4.7,3
-4.6,2
-4.5,8
-4.4,11
-4.3,10
-4.2,7
-4.1,11
-4.0,13
-3.9,13
-3.8,3
-3.7,16
-3.6,23
-3.5,14
-3.4,9
-3.3,18
-3.2,21
-3.1,18
-3.0,31
-2.9,37
-2.8,29
-2.7,16
-2.6,35
-2.5,46
-2.4,44
-2.3,35
-2.2,62
-2.1,47
-2.0,47
-1.9,76
-1.8,110
-1.7,73
-1.6,56
-1.5,95
-1.4,117
-1.3,47
-1.2,101
-1.1,154
-1.0,88
-0.9,82
-0.8,127
-0.7,246
-0.6,87
-0.5,148
-0.4,269
-0.3,79
-0.2,126
-0.1,185
0.0,571
0.1,108
0.2,157
0.3,261
0.4,93
0.5,138
0.6,192
0.7,183
0.8,118
0.9,182
1.0,198
1.1,100
1.2,176
1.3,196
1.4,134
1.5,147
1.6,193
1.7,190
1.8,141
1.9,192
2.0,212
2.1,136
2.2,152
2.3,199
2.4,141
2.5,142
2.6,164
2.7,175
2.8,149
2.9,169
3.0,178
3.1,144
3.2,170
3.3,181
