,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,0
-8.5,0
-8.4,0
-8.3,0
-8.2,0
-8.1,0
-8.0,0
-7.9,0
-7.8,1
-7.7,0
-7.6,0
-7.5,0
-7.4,2
-7.3,0
-7.2,1
-7.1,1
-7.0,1
-6.9,1
-6.8,1
-6.7,1
-6.6,1
-6.5,0
-6.4,1
-6.3,1
-6.2,2
-6.1,5
-6.0,3
-5.9,2
-5.8,0
-5.7,9
-5.6,2
-5.5,2
-5.4,7
-5.3,2
-5.2,3
-5.1,3
-5.0,5
-4.9,6
-4.8,1
-4.7,8
-4.6,7
-4.5,4
-4.4,8
-4.3,5
-4.2,13
-4.1,11
-4.0,7
-3.9,13
-3.8,14
-3.7,14
-3.6,20
-3.5,24
-3.4,21
-3.3,24
-3.2,32
-3.1,26
-3.0,22
-2.9,41
-2.8,47
-2.7,32
-2.6,45
-2.5,66
-2.4,49
-2.3,28
-2.2,63
-2.1,91
-2.0,48
-1.9,69
-1.8,117
-1.7,75
-1.6,60
-1.5,109
-1.4,127
-1.3,62
-1.2,103
-1.1,210
-1.0,127
-0.9,99
-0.8,167
-0.7,269
-0.6,83
-0.5,144
-0.4,282
-0.3,93
-0.2,138
-0.1,197
0.0,610
0.1,103
0.2,183
0.3,304
0.4,113
0.5,166
0.6,231
0.7,174
0.8,148
0.9,216
1.0,215
1.1,109
1.2,193
1.3,206
1.4,144
1.5,163
1.6,222
1.7,212
1.8,132
1.9,188
2.0,207
2.1,136
2.2,157
2.3,199
2.4,167
2.5,154
2.6,191
2.7,158
2.8,149
2.9,220
3.0,187
3.1,125
3.2,156
3.3,181
