,0
0.0,946
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,1
1.6,1
1.7,1
1.8,1
1.9,8
2.0,2
2.1,2
2.2,2
2.3,5
2.4,7
2.5,4
2.6,6
2.7,9
2.8,9
2.9,7
3.0,8
3.1,13
3.2,10
3.3,11
3.4,12
3.5,8
3.6,10
3.7,16
3.8,14
3.9,11
4.0,12
4.1,24
4.2,14
4.3,12
4.4,20
4.5,13
4.6,21
4.7,15
4.8,24
4.9,20
5.0,14
5.1,18
5.2,24
5.3,23
5.4,14
5.5,26
5.6,9
5.7,18
5.8,32
5.9,34
6.0,22
6.1,29
6.2,25
6.3,17
6.4,32
6.5,34
6.6,39
6.7,27
6.8,40
6.9,42
7.0,39
7.1,45
7.2,44
7.3,40
7.4,45
7.5,57
7.6,30
7.7,46
7.8,48
7.9,64
8.0,49
8.1,40
8.2,52
8.3,50
8.4,55
8.5,55
8.6,62
8.7,59
8.8,57
8.9,53
9.0,59
9.1,63
9.2,45
9.3,74
9.4,61
9.5,76
9.6,69
9.7,62
9.8,73
9.9,68
10.0,78
10.1,76
10.2,71
10.3,62
10.4,83
10.5,73
10.6,84
10.7,69
10.8,91
10.9,77
11.0,86
11.1,111
11.2,88
11.3,89
11.4,76
11.5,86
11.6,82
11.7,77
11.8,113
11.9,100
12.0,94
12.1,112
12.2,81
12.3,88
12.4,108
12.5,100
12.6,99
12.7,106
12.8,119
12.9,95
13.0,94
13.1,119
13.2,98
13.3,101
13.4,113
13.5,120
13.6,106
13.7,113
13.8,118
13.9,129
14.0,122
14.1,129
14.2,141
14.3,119
14.4,110
14.5,124
14.6,125
14.7,141
14.8,153
14.9,145
15.0,118
15.1,150
15.2,121
15.3,131
15.4,125
15.5,135
15.6,131
15.7,145
15.8,140
15.9,129
16.0,127
16.1,146
16.2,116
16.3,139
16.4,139
16.5,143
16.6,139
16.7,148
16.8,130
16.9,154
17.0,150
17.1,158
17.2,122
17.3,124
17.4,148
17.5,132
17.6,149
17.7,128
17.8,122
17.9,176
18.0,155
18.1,141
18.2,142
18.3,123
18.4,130
18.5,135
18.6,148
18.7,123
18.8,132
18.9,149
19.0,127
19.1,149
19.2,129
19.3,145
19.4,139
19.5,161
19.6,137
19.7,138
19.8,129
19.9,130
20.0,160
20.1,134
20.2,140
20.3,132
20.4,140
20.5,138
20.6,132
20.7,137
20.8,126
20.9,148
21.0,123
21.1,137
21.2,126
21.3,116
21.4,108
21.5,121
21.6,128
21.7,125
21.8,128
21.9,117
22.0,128
22.1,113
22.2,110
22.3,122
22.4,100
22.5,127
22.6,111
22.7,105
22.8,121
22.9,126
23.0,108
23.1,128
23.2,117
23.3,108
23.4,104
23.5,131
23.6,101
23.7,97
23.8,124
23.9,100
24.0,109
24.1,101
24.2,110
24.3,107
24.4,99
24.5,96
24.6,108
24.7,92
24.8,93
24.9,100
25.0,96
25.1,78
25.2,99
25.3,99
25.4,97
25.5,100
25.6,90
25.7,84
25.8,95
25.9,93
26.0,79
26.1,89
26.2,104
26.3,80
26.4,72
26.5,96
26.6,80
26.7,63
26.8,77
26.9,101
27.0,79
27.1,77
27.2,74
27.3,75
27.4,69
27.5,68
27.6,75
27.7,60
27.8,81
27.9,72
28.0,85
28.1,68
28.2,69
28.3,71
28.4,48
28.5,61
28.6,64
28.7,58
28.8,73
28.9,53
29.0,72
29.1,72
29.2,72
29.3,48
29.4,50
29.5,54
29.6,40
29.7,49
29.8,55
29.9,43
30.0,56
30.1,45
30.2,47
30.3,47
30.4,50
30.5,54
30.6,54
30.7,42
30.8,37
30.9,44
31.0,28
31.1,48
31.2,34
31.3,41
31.4,32
31.5,35
31.6,36
31.7,40
31.8,22
31.9,36
32.0,27
32.1,32
32.2,24
32.3,30
32.4,33
32.5,38
32.6,30
32.7,35
32.8,27
32.9,32
33.0,25
33.1,27
33.2,26
33.3,25
33.4,21
33.5,25
33.6,27
33.7,23
33.8,19
33.9,19
34.0,36
34.1,29
34.2,21
34.3,24
34.4,32
34.5,16
34.6,23
34.7,18
34.8,23
34.9,12
35.0,19
35.1,21
35.2,18
35.3,23
35.4,15
35.5,19
35.6,18
35.7,13
35.8,17
35.9,20
36.0,18
36.1,10
36.2,15
36.3,16
36.4,15
36.5,11
36.6,8
36.7,11
36.8,15
36.9,14
37.0,8
37.1,13
37.2,14
37.3,14
37.4,17
37.5,11
37.6,6
37.7,12
37.8,9
37.9,6
38.0,11
38.1,4
38.2,10
38.3,10
38.4,6
38.5,12
38.6,6
38.7,10
38.8,5
38.9,6
39.0,5
39.1,6
39.2,4
39.3,9
39.4,3
39.5,5
39.6,8
39.7,9
39.8,8
39.9,11
40.0,8
40.1,12
40.2,2
40.3,8
40.4,6
40.5,7
40.6,6
40.7,2
40.8,5
40.9,5
41.0,4
41.1,2
41.2,2
41.3,3
41.4,5
41.5,6
41.6,3
41.7,2
41.8,2
41.9,3
42.0,3
42.1,6
42.2,4
42.3,5
42.4,3
42.5,2
42.6,1
42.7,5
42.8,2
42.9,2
43.0,2
43.1,5
43.2,5
43.3,2
43.4,3
43.5,1
43.6,2
43.7,5
43.8,2
43.9,2
44.0,2
44.1,4
44.2,8
44.3,5
44.4,1
44.5,1
44.6,1
44.7,4
44.8,2
44.9,6
45.0,2
45.1,3
45.2,1
45.3,3
45.4,1
45.5,0
45.6,0
45.7,2
45.8,1
45.9,1
46.0,2
46.1,1
46.2,0
46.3,4
46.4,2
46.5,5
46.6,4
46.7,3
46.8,3
46.9,4
47.0,3
47.1,2
47.2,1
47.3,1
47.4,1
47.5,0
47.6,2
47.7,0
47.8,1
47.9,3
48.0,3
48.1,1
48.2,0
48.3,1
48.4,0
48.5,2
48.6,1
48.7,0
48.8,0
48.9,1
49.0,4
49.1,1
49.2,0
49.3,1
49.4,1
49.5,1
49.6,0
49.7,0
49.8,0
49.9,2
50.0,0
50.1,0
50.2,1
50.3,1
50.4,3
50.5,1
50.6,0
50.7,2
50.8,1
50.9,1
51.0,2
51.1,1
51.2,1
51.3,0
51.4,3
51.5,1
51.6,3
51.7,0
51.8,0
51.9,1
52.0,0
52.1,1
52.2,0
52.3,0
52.4,2
52.5,1
52.6,0
52.7,1
52.8,1
52.9,1
53.0,2
53.1,0
53.2,0
53.3,0
53.4,0
53.5,2
53.6,1
53.7,0
53.8,1
53.9,0
54.0,0
54.1,0
54.2,0
54.3,0
54.4,0
54.5,1
54.6,2
54.7,0
54.8,1
54.9,0
55.0,0
55.1,0
55.2,0
55.3,0
55.4,1
55.5,1
55.6,1
55.7,0
55.8,1
55.9,1
56.0,0
56.1,0
56.2,0
56.3,0
56.4,1
56.5,0
56.6,2
56.7,0
56.8,0
56.9,1
57.0,2
57.1,1
57.2,0
57.3,1
57.4,1
57.5,0
57.6,1
57.7,1
57.8,1
57.9,0
58.0,0
58.1,0
58.2,1
58.3,0
58.4,0
58.5,0
58.6,1
58.7,0
58.8,0
58.9,2
59.0,0
59.1,0
59.2,0
59.3,0
59.4,0
59.5,0
59.6,0
59.7,0
59.8,0
59.9,0
60.0,0
60.1,0
60.2,0
60.3,0
60.4,1
60.5,0
60.6,0
60.7,0
60.8,0
60.9,0
61.0,0
61.1,0
61.2,0
61.3,0
61.4,1
61.5,0
61.6,0
61.7,0
61.8,1
61.9,0
62.0,0
62.1,0
62.2,0
62.3,0
62.4,1
62.5,0
62.6,0
62.7,0
62.8,0
62.9,2
63.0,1
63.1,0
63.2,0
63.3,0
63.4,0
63.5,0
63.6,1
63.7,0
63.8,0
63.9,0
64.0,0
64.1,0
64.2,0
64.3,2
64.4,0
64.5,0
64.6,2
64.7,1
64.8,1
64.9,0
65.0,0
65.1,0
65.2,0
65.3,0
65.4,0
65.5,0
65.6,0
65.7,0
65.8,1
65.9,0
66.0,0
66.1,1
66.2,0
66.3,1
66.4,0
66.5,1
66.6,0
66.7,1
66.8,1
66.9,0
67.0,0
67.1,0
67.2,0
67.3,0
67.4,0
67.5,0
67.6,1
67.7,0
67.8,1
67.9,0
68.0,0
68.1,1
68.2,0
68.3,0
68.4,0
68.5,0
68.6,0
68.7,0
68.8,0
68.9,0
69.0,0
69.1,0
69.2,0
69.3,0
69.4,0
69.5,0
69.6,1
69.7,0
69.8,1
69.9,0
70.0,0
70.1,0
70.2,0
70.3,0
70.4,0
70.5,1
70.6,0
70.7,0
70.8,0
70.9,1
71.0,0
71.1,0
71.2,1
71.3,0
71.4,0
