,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,0
-8.5,0
-8.4,1
-8.3,0
-8.2,0
-8.1,0
-8.0,0
-7.9,0
-7.8,1
-7.7,0
-7.6,0
-7.5,0
-7.4,0
-7.3,0
-7.2,0
-7.1,1
-7.0,1
-6.9,0
-6.8,2
-6.7,3
-6.6,0
-6.5,1
-6.4,1
-6.3,1
-6.2,2
-6.1,1
-6.0,1
-5.9,2
-5.8,1
-5.7,4
-5.6,1
-5.5,2
-5.4,4
-5.3,3
-5.2,3
-5.1,2
-5.0,8
-4.9,3
-4.8,6
-4.7,9
-4.6,3
-4.5,7
-4.4,7
-4.3,10
-4.2,11
-4.1,10
-4.0,18
-3.9,14
-3.8,16
-3.7,14
-3.6,27
-3.5,19
-3.4,20
-3.3,23
-3.2,30
-3.1,20
-3.0,22
-2.9,29
-2.8,43
-2.7,29
-2.6,40
-2.5,52
-2.4,35
-2.3,45
-2.2,73
-2.1,80
-2.0,51
-1.9,78
-1.8,104
-1.7,67
-1.6,65
-1.5,116
-1.4,136
-1.3,61
-1.2,110
-1.1,178
-1.0,122
-0.9,88
-0.8,164
-0.7,251
-0.6,89
-0.5,144
-0.4,273
-0.3,109
-0.2,98
-0.1,177
0.0,671
0.1,93
0.2,170
0.3,285
0.4,113
0.5,151
0.6,227
0.7,169
0.8,138
0.9,185
1.0,217
1.1,131
1.2,181
1.3,213
1.4,138
1.5,167
1.6,211
1.7,210
1.8,156
1.9,174
2.0,206
2.1,129
2.2,169
2.3,204
2.4,143
2.5,162
2.6,177
2.7,166
2.8,160
2.9,152
3.0,186
3.1,152
3.2,194
3.3,186
