,0
0.0,919
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,0
1.4,1
1.5,0
1.6,1
1.7,4
1.8,1
1.9,0
2.0,3
2.1,4
2.2,3
2.3,3
2.4,5
2.5,8
2.6,7
2.7,11
2.8,14
2.9,7
3.0,9
3.1,10
3.2,9
3.3,11
3.4,10
3.5,10
3.6,15
3.7,9
3.8,20
3.9,8
4.0,12
4.1,15
4.2,12
4.3,16
4.4,16
4.5,18
4.6,30
4.7,13
4.8,27
4.9,26
5.0,27
5.1,27
5.2,20
5.3,25
5.4,25
5.5,18
5.6,26
5.7,31
5.8,19
5.9,31
6.0,29
6.1,34
6.2,30
6.3,38
6.4,28
6.5,42
6.6,36
6.7,41
6.8,39
6.9,59
7.0,45
7.1,41
7.2,49
7.3,44
7.4,51
7.5,49
7.6,53
7.7,48
7.8,47
7.9,44
8.0,40
8.1,46
8.2,63
8.3,60
8.4,57
8.5,65
8.6,55
8.7,66
8.8,49
8.9,66
9.0,61
9.1,63
9.2,71
9.3,57
9.4,55
9.5,70
9.6,73
9.7,74
9.8,55
9.9,74
10.0,73
10.1,89
10.2,75
10.3,59
10.4,86
10.5,65
10.6,87
10.7,91
10.8,74
10.9,83
11.0,89
11.1,85
11.2,103
11.3,96
11.4,90
11.5,93
11.6,93
11.7,97
11.8,102
11.9,122
12.0,110
12.1,99
12.2,110
12.3,104
12.4,101
12.5,94
12.6,108
12.7,110
12.8,112
12.9,114
13.0,125
13.1,129
13.2,107
13.3,105
13.4,137
13.5,105
13.6,109
13.7,104
13.8,115
13.9,113
14.0,114
14.1,131
14.2,133
14.3,124
14.4,130
14.5,121
14.6,141
14.7,127
14.8,132
14.9,144
15.0,120
15.1,141
15.2,123
15.3,136
15.4,135
15.5,148
15.6,139
15.7,160
15.8,131
15.9,145
16.0,150
16.1,153
16.2,121
16.3,139
16.4,133
16.5,115
16.6,143
16.7,152
16.8,141
16.9,137
17.0,133
17.1,149
17.2,134
17.3,140
17.4,126
17.5,130
17.6,135
17.7,130
17.8,126
17.9,153
18.0,140
18.1,127
18.2,164
18.3,169
18.4,136
18.5,135
18.6,141
18.7,143
18.8,140
18.9,147
19.0,152
19.1,144
19.2,119
19.3,124
19.4,157
19.5,132
19.6,152
19.7,133
19.8,144
19.9,136
20.0,143
20.1,129
20.2,125
20.3,124
20.4,115
20.5,147
20.6,115
20.7,129
20.8,124
20.9,129
21.0,140
