,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,0
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,0
-8.5,0
-8.4,0
-8.3,0
-8.2,0
-8.1,0
-8.0,0
-7.9,0
-7.8,0
-7.7,0
-7.6,0
-7.5,0
-7.4,0
-7.3,0
-7.2,0
-7.1,0
-7.0,1
-6.9,0
-6.8,0
-6.7,0
-6.6,1
-6.5,2
-6.4,2
-6.3,1
-6.2,2
-6.1,1
-6.0,0
-5.9,5
-5.8,3
-5.7,1
-5.6,4
-5.5,3
-5.4,1
-5.3,4
-5.2,5
-5.1,4
-5.0,0
-4.9,6
-4.8,7
-4.7,8
-4.6,4
-4.5,7
-4.4,4
-4.3,12
-4.2,7
-4.1,10
-4.0,13
-3.9,5
-3.8,15
-3.7,6
-3.6,19
-3.5,14
-3.4,19
-3.3,24
-3.2,22
-3.1,26
-3.0,25
-2.9,30
-2.8,28
-2.7,30
-2.6,42
-2.5,48
-2.4,38
-2.3,29
-2.2,68
-2.1,66
-2.0,41
-1.9,70
-1.8,106
-1.7,81
-1.6,71
-1.5,142
-1.4,143
-1.3,51
-1.2,117
-1.1,187
-1.0,107
-0.9,95
-0.8,161
-0.7,252
-0.6,71
-0.5,141
-0.4,263
-0.3,96
-0.2,120
-0.1,188
0.0,548
0.1,104
0.2,158
0.3,229
0.4,97
0.5,163
0.6,211
0.7,161
0.8,123
0.9,175
1.0,220
1.1,124
1.2,166
1.3,218
1.4,112
1.5,158
1.6,194
1.7,214
1.8,138
1.9,184
2.0,193
2.1,131
2.2,170
2.3,205
2.4,151
2.5,145
2.6,190
2.7,184
2.8,141
2.9,176
3.0,164
3.1,151
3.2,150
3.3,184
