,0
0.0,927
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,1
1.3,1
1.4,0
1.5,1
1.6,3
1.7,0
1.8,3
1.9,2
2.0,3
2.1,3
2.2,0
2.3,1
2.4,5
2.5,5
2.6,4
2.7,10
2.8,10
2.9,6
3.0,11
3.1,11
3.2,11
3.3,9
3.4,12
3.5,16
3.6,13
3.7,12
3.8,6
3.9,18
4.0,16
4.1,15
4.2,12
4.3,14
4.4,12
4.5,18
4.6,24
4.7,16
4.8,17
4.9,15
5.0,23
5.1,24
5.2,32
5.3,27
5.4,32
5.5,25
5.6,27
5.7,26
5.8,23
5.9,29
6.0,30
6.1,37
6.2,36
6.3,29
6.4,28
6.5,39
6.6,44
6.7,43
6.8,31
6.9,40
7.0,41
7.1,37
7.2,36
7.3,43
7.4,41
7.5,43
7.6,44
7.7,36
7.8,48
7.9,52
8.0,58
8.1,38
8.2,42
8.3,54
8.4,43
8.5,45
8.6,45
8.7,51
8.8,60
8.9,47
9.0,46
9.1,62
9.2,64
9.3,60
9.4,64
9.5,61
9.6,74
9.7,67
9.8,61
9.9,70
10.0,58
10.1,69
10.2,79
10.3,70
10.4,57
10.5,76
10.6,84
10.7,79
10.8,80
10.9,72
11.0,82
11.1,79
11.2,70
11.3,98
11.4,90
11.5,91
11.6,79
11.7,63
11.8,80
11.9,101
12.0,69
12.1,88
12.2,102
12.3,78
12.4,92
12.5,104
12.6,92
12.7,94
12.8,93
12.9,105
13.0,78
13.1,87
13.2,99
13.3,99
13.4,100
13.5,108
13.6,106
13.7,106
13.8,102
13.9,94
14.0,93
14.1,129
14.2,105
14.3,111
14.4,107
14.5,95
14.6,120
14.7,126
14.8,115
14.9,97
15.0,120
15.1,111
15.2,131
15.3,132
15.4,110
15.5,120
15.6,123
15.7,135
15.8,123
15.9,133
16.0,131
16.1,138
16.2,116
16.3,123
16.4,127
16.5,137
16.6,117
16.7,124
16.8,121
16.9,124
17.0,130
17.1,127
17.2,135
17.3,119
17.4,141
17.5,135
17.6,117
17.7,128
17.8,135
17.9,111
18.0,122
18.1,134
18.2,107
18.3,149
18.4,112
18.5,106
18.6,147
18.7,122
18.8,135
18.9,127
19.0,130
19.1,128
19.2,135
19.3,112
19.4,146
19.5,120
19.6,142
19.7,123
19.8,124
19.9,109
20.0,122
20.1,127
20.2,125
20.3,113
20.4,136
20.5,107
20.6,101
20.7,107
20.8,105
20.9,135
21.0,124
21.1,121
21.2,146
21.3,124
21.4,126
21.5,131
21.6,121
21.7,104
21.8,109
21.9,96
22.0,133
22.1,100
22.2,137
22.3,108
22.4,115
22.5,106
22.6,89
22.7,119
22.8,106
22.9,116
23.0,121
23.1,103
23.2,102
23.3,110
23.4,115
23.5,106
23.6,102
23.7,114
23.8,123
23.9,108
24.0,101
24.1,89
24.2,112
24.3,89
24.4,99
24.5,82
24.6,104
24.7,76
24.8,99
24.9,104
25.0,99
25.1,85
25.2,96
25.3,83
25.4,95
25.5,94
25.6,75
25.7,84
25.8,86
25.9,80
26.0,92
26.1,79
26.2,79
26.3,78
26.4,75
26.5,68
26.6,75
26.7,65
26.8,69
26.9,65
27.0,82
27.1,71
27.2,68
27.3,63
27.4,50
27.5,71
27.6,70
27.7,55
27.8,69
27.9,65
28.0,55
28.1,66
28.2,46
28.3,54
28.4,58
28.5,61
28.6,45
28.7,63
28.8,49
28.9,48
29.0,58
29.1,52
29.2,57
29.3,61
29.4,52
29.5,55
29.6,68
29.7,40
29.8,51
29.9,50
30.0,46
30.1,39
30.2,39
30.3,40
30.4,39
30.5,32
30.6,40
30.7,41
30.8,37
30.9,42
31.0,30
31.1,46
31.2,45
31.3,30
31.4,43
31.5,39
31.6,31
31.7,37
31.8,31
31.9,37
32.0,45
32.1,38
32.2,25
32.3,23
32.4,25
32.5,28
32.6,16
32.7,25
32.8,25
32.9,30
33.0,25
33.1,26
33.2,21
33.3,28
33.4,14
33.5,25
33.6,15
33.7,23
33.8,28
33.9,20
34.0,21
34.1,24
34.2,16
34.3,13
34.4,20
34.5,18
34.6,13
34.7,18
34.8,17
34.9,15
35.0,12
35.1,12
35.2,10
35.3,17
35.4,15
35.5,14
35.6,17
35.7,11
