,0
0.0,901
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1.0,0
1.1,0
1.2,0
1.3,1
1.4,1
1.5,1
1.6,1
1.7,1
1.8,4
1.9,1
2.0,6
2.1,4
2.2,5
2.3,6
2.4,3
2.5,5
2.6,5
2.7,5
2.8,2
2.9,16
3.0,9
3.1,8
3.2,10
3.3,14
3.4,12
3.5,10
3.6,10
3.7,5
3.8,16
3.9,21
4.0,9
4.1,15
4.2,17
4.3,16
4.4,17
4.5,16
4.6,14
4.7,19
4.8,15
4.9,23
5.0,22
5.1,18
5.2,23
5.3,21
5.4,23
5.5,27
5.6,28
5.7,26
5.8,38
5.9,19
6.0,27
6.1,22
6.2,33
6.3,24
6.4,23
6.5,29
6.6,35
6.7,32
6.8,29
6.9,36
7.0,44
7.1,43
7.2,28
7.3,46
7.4,31
7.5,50
7.6,42
7.7,36
7.8,55
7.9,35
8.0,56
8.1,51
8.2,43
8.3,55
8.4,60
8.5,67
8.6,42
8.7,64
8.8,54
8.9,50
9.0,59
9.1,57
9.2,65
9.3,61
9.4,56
9.5,55
9.6,72
9.7,71
9.8,63
9.9,69
10.0,78
10.1,71
10.2,75
10.3,86
10.4,67
10.5,68
10.6,68
10.7,63
10.8,83
10.9,75
11.0,77
11.1,77
11.2,79
11.3,69
11.4,85
11.5,87
11.6,77
11.7,91
11.8,95
11.9,92
12.0,96
12.1,93
12.2,99
12.3,77
12.4,76
12.5,98
12.6,97
12.7,84
12.8,93
12.9,92
13.0,109
13.1,92
13.2,85
13.3,109
13.4,109
13.5,121
13.6,101
13.7,114
13.8,125
13.9,112
14.0,98
14.1,117
14.2,113
14.3,113
14.4,128
14.5,116
14.6,111
14.7,120
14.8,108
14.9,125
15.0,119
15.1,122
15.2,128
15.3,110
15.4,133
15.5,131
15.6,120
15.7,105
15.8,143
15.9,124
16.0,122
16.1,120
16.2,158
16.3,138
16.4,121
16.5,123
16.6,133
16.7,124
16.8,145
16.9,148
17.0,146
17.1,141
17.2,131
17.3,118
17.4,135
17.5,127
17.6,123
17.7,118
17.8,145
17.9,125
18.0,143
18.1,141
18.2,123
18.3,138
18.4,136
18.5,141
18.6,149
18.7,132
18.8,141
18.9,127
19.0,151
19.1,142
19.2,128
19.3,153
19.4,144
19.5,140
19.6,134
19.7,153
19.8,144
19.9,119
20.0,131
20.1,119
20.2,122
20.3,128
20.4,166
20.5,136
20.6,120
20.7,116
20.8,140
20.9,133
21.0,136
21.1,129
21.2,129
21.3,137
21.4,122
21.5,105
21.6,140
21.7,120
21.8,114
21.9,108
22.0,144
22.1,120
22.2,135
22.3,132
22.4,141
22.5,117
22.6,119
22.7,128
22.8,97
22.9,126
23.0,118
23.1,111
23.2,119
23.3,106
23.4,90
23.5,109
23.6,93
23.7,109
23.8,105
23.9,109
24.0,104
24.1,108
24.2,90
24.3,106
24.4,103
24.5,95
24.6,87
24.7,105
24.8,98
24.9,94
25.0,87
25.1,96
25.2,93
25.3,126
25.4,89
25.5,96
25.6,75
25.7,112
25.8,75
25.9,91
26.0,85
26.1,98
26.2,74
26.3,84
26.4,88
26.5,78
26.6,100
26.7,75
26.8,63
26.9,81
27.0,76
27.1,79
27.2,69
27.3,75
27.4,70
27.5,65
27.6,76
27.7,66
27.8,70
27.9,72
28.0,55
28.1,68
28.2,61
28.3,69
28.4,64
28.5,52
28.6,73
28.7,60
28.8,48
28.9,47
29.0,63
29.1,48
29.2,40
29.3,58
29.4,41
29.5,59
29.6,37
29.7,42
29.8,45
29.9,46
30.0,44
30.1,47
30.2,41
30.3,45
30.4,38
30.5,46
30.6,39
30.7,37
30.8,37
30.9,38
31.0,38
31.1,45
31.2,44
31.3,46
31.4,34
31.5,36
31.6,37
31.7,32
31.8,34
31.9,35
32.0,33
32.1,38
32.2,27
32.3,27
32.4,30
32.5,22
32.6,38
32.7,14
32.8,26
32.9,28
33.0,21
33.1,22
33.2,26
33.3,19
33.4,23
33.5,25
33.6,22
33.7,24
33.8,34
33.9,17
34.0,25
34.1,19
34.2,27
34.3,16
34.4,18
34.5,17
34.6,9
34.7,10
34.8,14
34.9,22
35.0,19
35.1,21
35.2,16
35.3,10
35.4,17
35.5,18
35.6,17
35.7,17
35.8,15
35.9,12
36.0,9
36.1,10
36.2,14
36.3,7
36.4,7
36.5,11
36.6,17
36.7,7
36.8,8
36.9,5
37.0,9
37.1,7
37.2,11
37.3,5
37.4,3
37.5,8
37.6,9
37.7,11
37.8,11
37.9,10
38.0,11
38.1,6
38.2,12
38.3,13
38.4,12
38.5,10
38.6,6
38.7,10
38.8,8
38.9,2
39.0,8
39.1,5
39.2,4
39.3,7
39.4,5
39.5,3
39.6,6
39.7,6
39.8,4
39.9,4
40.0,10
40.1,7
40.2,13
40.3,1
40.4,6
40.5,7
40.6,3
40.7,2
40.8,5
40.9,2
41.0,5
41.1,3
41.2,4
41.3,1
41.4,5
41.5,7
41.6,4
41.7,3
41.8,4
41.9,3
42.0,6
42.1,2
42.2,5
42.3,4
42.4,4
42.5,3
42.6,4
42.7,3
42.8,2
42.9,6
43.0,5
43.1,1
43.2,3
43.3,4
43.4,1
43.5,1
43.6,2
43.7,4
43.8,4
43.9,6
44.0,3
44.1,4
44.2,1
44.3,2
44.4,2
44.5,5
44.6,1
44.7,1
44.8,4
44.9,1
45.0,0
45.1,1
45.2,2
45.3,1
45.4,4
45.5,1
45.6,3
45.7,5
45.8,0
45.9,2
46.0,2
46.1,1
46.2,4
46.3,1
46.4,1
46.5,3
46.6,1
46.7,1
46.8,0
46.9,1
47.0,1
47.1,0
47.2,1
47.3,1
47.4,0
47.5,4
47.6,0
47.7,0
47.8,0
47.9,2
48.0,0
48.1,3
48.2,2
48.3,0
48.4,3
48.5,1
48.6,0
48.7,0
48.8,2
48.9,2
49.0,0
49.1,1
49.2,2
49.3,1
49.4,0
49.5,0
49.6,0
49.7,0
49.8,0
49.9,1
50.0,1
50.1,0
50.2,0
50.3,1
50.4,1
50.5,0
50.6,1
50.7,2
50.8,1
50.9,0
51.0,0
51.1,0
51.2,0
51.3,0
51.4,0
51.5,3
51.6,1
51.7,1
51.8,1
51.9,2
52.0,1
52.1,0
52.2,2
52.3,1
52.4,0
52.5,1
52.6,1
52.7,0
52.8,0
52.9,1
53.0,0
53.1,2
53.2,3
53.3,0
53.4,0
53.5,0
53.6,0
53.7,0
53.8,1
53.9,0
54.0,1
54.1,1
54.2,1
54.3,0
54.4,1
54.5,1
54.6,1
54.7,1
54.8,1
54.9,0
55.0,1
55.1,0
55.2,1
55.3,0
55.4,1
55.5,0
55.6,0
55.7,2
55.8,1
55.9,1
56.0,1
56.1,0
56.2,0
56.3,0
56.4,1
56.5,0
56.6,2
56.7,1
56.8,0
56.9,1
57.0,0
57.1,1
57.2,0
57.3,1
57.4,0
57.5,0
57.6,1
57.7,0
57.8,0
57.9,0
58.0,1
58.1,0
58.2,2
58.3,0
58.4,0
58.5,1
58.6,0
58.7,1
58.8,0
58.9,0
59.0,1
59.1,1
59.2,0
59.3,0
59.4,0
59.5,1
59.6,1
59.7,1
59.8,0
59.9,0
60.0,1
60.1,0
60.2,1
60.3,0
60.4,1
60.5,0
60.6,0
60.7,1
60.8,0
60.9,0
61.0,0
61.1,0
61.2,0
61.3,0
61.4,0
61.5,0
61.6,3
61.7,0
61.8,0
61.9,0
62.0,0
62.1,1
62.2,0
62.3,2
62.4,1
62.5,0
62.6,0
62.7,0
62.8,1
62.9,0
63.0,0
63.1,0
63.2,0
63.3,0
63.4,0
63.5,0
63.6,1
63.7,0
63.8,0
63.9,0
64.0,0
64.1,0
64.2,1
64.3,1
64.4,0
64.5,2
64.6,0
64.7,0
64.8,0
64.9,0
65.0,0
65.1,0
65.2,0
65.3,0
65.4,0
65.5,1
65.6,0
65.7,0
65.8,1
65.9,0
66.0,0
66.1,0
66.2,0
66.3,1
66.4,0
66.5,0
66.6,1
66.7,0
66.8,0
66.9,0
67.0,1
67.1,0
67.2,0
67.3,1
67.4,1
67.5,0
67.6,1
67.7,1
67.8,0
67.9,0
68.0,0
68.1,1
68.2,0
68.3,0
68.4,0
68.5,0
68.6,0
68.7,0
68.8,0
68.9,1
69.0,0
69.1,1
69.2,0
69.3,0
69.4,0
69.5,0
69.6,0
69.7,0
69.8,0
69.9,0
70.0,0
70.1,1
70.2,0
70.3,1
70.4,0
70.5,0
70.6,0
70.7,0
70.8,0
70.9,1
71.0,0
71.1,0
71.2,0
71.3,0
71.4,2
71.5,0
71.6,0
71.7,0
71.8,0
71.9,0
72.0,0
72.1,0
72.2,0
72.3,0
72.4,0
72.5,0
72.6,0
72.7,0
72.8,0
72.9,0
73.0,0
73.1,1
73.2,0
73.3,0
73.4,0
73.5,0
73.6,0
73.7,0
73.8,1
73.9,0
74.0,0
74.1,1
74.2,0
74.3,0
74.4,0
74.5,0
74.6,0
74.7,0
74.8,0
74.9,2
75.0,0
75.1,0
75.2,0
75.3,0
75.4,0
75.5,0
75.6,0
75.7,0
75.8,0
75.9,0
76.0,1
76.1,0
76.2,0
76.3,0
76.4,0
76.5,0
76.6,0
76.7,0
76.8,0
76.9,0
77.0,0
77.1,0
77.2,0
77.3,0
77.4,0
77.5,0
77.6,0
77.7,0
77.8,0
77.9,0
78.0,0
78.1,0
78.2,0
78.3,0
78.4,0
78.5,1
78.6,0
78.7,1
78.8,0
78.9,0
79.0,0
79.1,0
79.2,0
79.3,0
79.4,0
79.5,0
79.6,0
79.7,0
79.8,0
79.9,0
80.0,0
80.1,0
80.2,0
80.3,0
80.4,0
80.5,0
80.6,0
80.7,0
80.8,0
80.9,0
81.0,0
81.1,0
81.2,0
81.3,0
81.4,0
81.5,0
81.6,0
81.7,0
81.8,0
81.9,0
82.0,0
82.1,0
82.2,0
82.3,0
82.4,0
82.5,0
82.6,0
82.7,0
82.8,0
82.9,0
83.0,0
83.1,0
83.2,0
83.3,0
83.4,0
83.5,0
83.6,0
83.7,0
83.8,0
83.9,1
84.0,0
84.1,0
84.2,0
84.3,0
84.4,0
84.5,0
84.6,0
84.7,0
84.8,0
84.9,0
85.0,0
85.1,0
85.2,0
85.3,0
85.4,0
85.5,0
85.6,1
85.7,0
85.8,0
85.9,0
86.0,0
86.1,0
86.2,0
86.3,0
86.4,0
86.5,0
86.6,0
86.7,0
86.8,0
86.9,1
87.0,0
87.1,0
87.2,0
87.3,0
87.4,0
87.5,0
87.6,0
87.7,0
87.8,0
87.9,0
88.0,0
88.1,0
88.2,0
88.3,0
88.4,1
88.5,0
88.6,0
88.7,0
88.8,0
88.9,0
89.0,0
89.1,0
89.2,0
89.3,0
89.4,0
89.5,0
89.6,0
89.7,0
89.8,0
89.9,0
90.0,0
90.1,0
90.2,0
90.3,0
90.4,0
90.5,0
90.6,0
90.7,0
90.8,0
90.9,0
91.0,1
91.1,0
91.2,1
91.3,0
91.4,0
91.5,0
91.6,0
91.7,0
91.8,0
91.9,0
92.0,0
92.1,0
92.2,0
92.3,0
92.4,0
92.5,0
92.6,0
92.7,0
92.8,0
92.9,0
93.0,0
93.1,0
93.2,0
93.3,0
93.4,0
93.5,1
93.6,1
93.7,0
93.8,0
93.9,0
94.0,0
94.1,0
94.2,0
94.3,0
94.4,0
94.5,0
94.6,0
94.7,0
94.8,0
94.9,0
95.0,0
95.1,0
95.2,0
95.3,0
95.4,0
95.5,0
95.6,0
95.7,0
95.8,0
95.9,0
96.0,0
96.1,0
96.2,0
96.3,0
96.4,0
96.5,0
96.6,0
96.7,0
96.8,0
96.9,0
97.0,0
97.1,0
97.2,0
97.3,0
97.4,0
97.5,0
97.6,0
97.7,0
97.8,0
97.9,1
98.0,0
98.1,0
98.2,0
98.3,0
98.4,0
98.5,0
98.6,0
98.7,0
98.8,0
98.9,0
99.0,0
99.1,0
99.2,0
99.3,0
99.4,0
99.5,0
99.6,0
99.7,0
99.8,0
99.9,0
100.0,13
