,0
-11.7,0
-11.6,0
-11.5,0
-11.4,0
-11.3,0
-11.2,0
-11.1,0
-11.0,0
-10.9,0
-10.8,0
-10.7,0
-10.6,0
-10.5,0
-10.4,0
-10.3,0
-10.2,0
-10.1,0
-10.0,0
-9.9,0
-9.8,0
-9.7,0
-9.6,0
-9.5,0
-9.4,0
-9.3,0
-9.2,0
-9.1,1
-9.0,0
-8.9,0
-8.8,0
-8.7,0
-8.6,0
-8.5,0
-8.4,0
-8.3,0
-8.2,0
-8.1,0
-8.0,0
-7.9,0
-7.8,1
-7.7,0
-7.6,0
-7.5,0
-7.4,0
-7.3,3
-7.2,0
-7.1,1
-7.0,0
-6.9,1
-6.8,2
-6.7,1
-6.6,1
-6.5,0
-6.4,0
-6.3,1
-6.2,0
-6.1,1
-6.0,2
-5.9,0
-5.8,3
-5.7,2
-5.6,0
-5.5,1
-5.4,3
-5.3,0
-5.2,0
-5.1,8
-5.0,3
-4.9,4
-4.8,5
-4.7,5
-4.6,9
-4.5,8
-4.4,9
-4.3,14
-4.2,7
-4.1,12
-4.0,12
-3.9,16
-3.8,15
-3.7,15
-3.6,23
-3.5,21
-3.4,17
-3.3,14
-3.2,27
-3.1,27
-3.0,24
-2.9,38
-2.8,32
-2.7,26
-2.6,33
-2.5,54
-2.4,58
-2.3,46
-2.2,53
-2.1,66
-2.0,56
-1.9,75
-1.8,107
-1.7,79
-1.6,78
-1.5,118
-1.4,139
-1.3,64
-1.2,97
-1.1,162
-1.0,117
-0.9,94
-0.8,151
-0.7,210
-0.6,89
-0.5,139
-0.4,297
-0.3,102
-0.2,111
-0.1,195
0.0,530
0.1,99
0.2,201
0.3,275
0.4,108
0.5,176
0.6,183
0.7,163
0.8,112
0.9,209
1.0,189
1.1,124
1.2,170
1.3,228
1.4,144
1.5,162
1.6,193
1.7,196
1.8,123
1.9,201
2.0,200
2.1,144
2.2,155
2.3,197
2.4,160
2.5,161
2.6,168
2.7,194
2.8,129
2.9,187
3.0,179
3.1,126
3.2,162
3.3,166
